386,排版设备,44
387,制版设备,44
168,食用油加工机械,45
169,饲料加工机械,45
170,畜牧、养殖设备及用具,45
171,种植机械,45
172,收获机械,45
173,柴油机,45
174,屠宰及肉类初加工设备,45
175,粮食加工机械,45
176,林业机械,45
177,微灌机械,45
178,场上作业机械,45
179,农业实验设备,45
180,肥料加工机械,45
181,渔业机械,45
182,土壤耕整机械,45
183,排灌机械,45
184,农业运输机械,45
185,农业机械,45
274,生活饮用水处理设备,46
275,锅炉软化水处理设备,46
276,含油废水处理设备,46
277,其它,46
278,污水处理设备,46
279,循环水处理设备,46
280,化工废水处理设备,46
281,高纯水制取设备,46
282,印染废水处理成套设备,46
283,造纸废水处理设备,46
186,柴油发电机组,52
187,风力发电机组,52
188,热力发电机组,52
190,汽油发电机组,52
191,水力发电机组,52
192,各种动力设备,52
193,燃气发电机组,52
194,太阳能发电机组,52
195,相关零部件,52
196,高压开关,53
197,高压接触器,53
199,高压熔断器,53
200,高压组合电器,53
201,高压断路器,53
202,避雷器,53
203,原棉、麻、毛、丝初加工设备,56
204,针织机械,56
205,纺织配件,56
206,纺纱设备(纺机),56
207,非织造布机械,56
208,其它,56
209,梭织设备,56
210,印染整机械与设备,56
211,闸阀,62
212,仪表阀,62
213,旋塞阀,62
214,止回阀,62
215,疏水阀,62
216,排污阀,62
217,其它,62
218,截止阀,62
219,柱塞阀,62
220,球阀,62
221,减压阀,62
222,调节阀,62
223,电磁阀,62
224,节流阀,62
225,隔膜阀,62
226,蝶阀,62
227,安全阀,62
228,底阀,62
229,特殊阀门,62
230,塑料模,63
231,铸造模,63
232,成型模,63
233,模具标准件,63
234,橡胶模,63
235,锻造模,63
236,粉末冶金模,63
237,模具设备,63
238,冲压模,63
239,拉丝模,63
240,快速经济模具,63
241,其它,63
242,锁具,71
243,拉手,71
244,水暖五金,71
245,其它,71
246,门窗五金,71
247,勘探设备,74
248,破碎粉磨设备,74
249,装卸设备,74
250,干燥设备,74
251,矿用泵阀,74
252,爆破器材,74
253,洗选设备,74
254,仓储设备,74
255,环保设备,74
256,其它,74
257,采掘设备,74
258,输送设备,74
259,安防设备,74
260,辅助设备,74
284,直流电动机,79
285,异步电动机,79
286,特殊电机,79
287,交流电动机,79
288,电动机保护器,79
289,其它,79
290,同步电动机,79
291,微型电动机,79
292,配电装置,80
293,补偿装置,80
294,低压开关柜,80
295,直流电源柜,80
296,高压开关设备,80
297,其它,80
298,挖掘机械,82
299,路面机械,82
300,园林和高空作业机械,82
301,工程、建筑起重机,82
302,混凝土搅拌及其输送机械,82
303,桩工机械,82
304,装载机械,82
305,市政和环境卫生机械,82
306,压实机械,82
307,装修机械,82
308,铲土运输机械,82
309,钢筋和预应力机械,82
310,工程机械配件,82
311,凿岩机械,82
312,其它,82
313,压花机,83
314,量革机,83
315,裁断机,83
316,片皮机,83
317,挤水机,83
318,其它,83
319,剖层机,83
320,刻楦机,83
321,车床,88
322,镗床,88
323,拉床,88
324,锻压机床,88
325,齿轮加工机床,88
326,数控机床,88
327,剪板、折弯,88
328,机床附件,88
329,铣床,88
330,磨床,88
331,刨床、插床,88
332,铸造机床,88
